Ano,NomeUF,NomeMunicipio,Impostos,PIB,Populacao,PIBperCapita
2011,São Paulo,Marinópolis,363.98400000000004,19854756,2107,9423.23
2011,São Paulo,Martinópolis,20297076,335058206,24363,13752.75
2011,São Paulo,Matão,318316657,2419710.0519999997,77173,31354.36
2011,São Paulo,Mauá,1660118.0690000001,9813108043,421184,23298.86
2011,São Paulo,Mendonça,13171.458999999999,143743865,4708,30531.83
2011,São Paulo,Meridiano,12510.84,123386.05900000001,3842,32115.06
2011,São Paulo,Mesópolis,559271,43366.695999999996,1883,23030.64
2011,São Paulo,Miguelópolis,7382255,541074879,20561,26315.59
2011,São Paulo,Mineiros do Tietê,6052.673000000001,120565.67300000001,12087,9974.82
2011,São Paulo,Miracatu,19981.79,350060.69899999996,20455,17113.7
2011,São Paulo,Mira Estrela,1072867,32483862,2838,11446.04
2011,São Paulo,Mirandópolis,34654974,412892.64700000006,27602,14958.79
2011,São Paulo,Mirante do Paranapanema,16753134,212695267,17124,12420.89
2011,São Paulo,Mirassol,138678.63,1098015.1090000002,54212,20254.1
2011,São Paulo,Mirassolândia,801829,50861973,4338,11724.75
2011,São Paulo,Mococa,115920965,1207460.7820000001,66345,18199.73
2011,São Paulo,Mogi das Cruzes,1484832717,10166359383,392196,
2011,São Paulo,Mogi Guaçu,543148976,4005207938,138245,28971.81
2011,São Paulo,Mogi Mirim,507250.73299999995,3058221535,86892,35195.66
2011,São Paulo,Mombuca,1902247,49186.672999999995,3279,15000.51
2011,São Paulo,Monções,4378.409000000001,50153.672999999995,2138,23458.22
2011,São Paulo,Mongaguá,29549.703999999998,496133527,47153,10521.78
2011,São Paulo,Monte Alegre do Sul,13331.491000000002,151123.63199999998,7216,20942.85
2011,São Paulo,Monte Alto,153582844,1114110.6709999999,46875,23767.69
2011,São Paulo,Monte Aprazível,37343106,453393.43299999996,22002,20606.92
2011,São Paulo,Monte Azul Paulista,18881213,277011.58,18884,14669.12
2011,São Paulo,Monte Castelo,1778.3870000000002,58633.507000000005,4062,14434.64
2011,São Paulo,Monteiro Lobato,2696.3990000000003,38905026,4159,9354.42
2011,São Paulo,Monte Mor,483362612,2312968598,49841,46406.95
2011,São Paulo,Morro Agudo,60687745,816787859,29400,27781.9
2011,São Paulo,Morungaba,59296903,352524.00899999996,11912,29594.02
2011,São Paulo,Motuca,1844465,73058474,4323,16899.95
2011,São Paulo,Murutinga do Sul,1541.37,45989372,4203,10942.03
2011,São Paulo,Nantes,-171308,58840.73,2741,21466.88
2011,São Paulo,Narandiba,6083505,156104479,4330,36051.84
2011,São Paulo,Natividade da Serra,1581.1029999999998,49821602,6657,7484.09
2011,São Paulo,Nazaré Paulista,25092.93,215133.14399999997,16568,12984.86
2011,São Paulo,Neves Paulista,10180558,153480.78699999998,8762,17516.64
2011,São Paulo,Nhandeara,12895655,215443.39899999998,10766,20011.46
2011,São Paulo,Nipoã,3808237,74487506,4352,17115.7
2011,São Paulo,Nova Aliança,3474.9570000000003,78592894,5978,13147.02
2011,São Paulo,Nova Campina,20576203,304795195,8609,35404.25
2011,São Paulo,Nova Canaã Paulista,212704,24291815,2086,11645.17
2011,São Paulo,Nova Castilho,72.13,30502506,1136,26850.8
2011,São Paulo,Nova Europa,16652517,192745.03100000002,9453,20389.83
2011,São Paulo,Nova Granada,10545.473999999998,229326557,19346,11853.95
2011,São Paulo,Nova Guataporanga,614.6990000000001,17626784,2184,8070.87
2011,São Paulo,Nova Independência,3053968,72347.96,3146,22996.81
2011,São Paulo,Novais,869.68,44961.78,4697,9572.45
2011,São Paulo,Nova Luzitânia,856.02,30948.912999999997,3495,8855.2
2011,São Paulo,Nova Odessa,286197061,1828878.1230000001,51946,35207.29
2011,São Paulo,Novo Horizonte,47907834,646342.6529999999,36913,17509.89
2011,São Paulo,Nuporanga,29533389,351457245,6856,51262.73
2011,São Paulo,Ocauçu,2138306,50884894,4163,12223.13
2011,São Paulo,Óleo,-672.97,35417.7,2649,13370.22
2011,São Paulo,Olímpia,179377771,1285093118,50332,25532.33
2011,São Paulo,Onda Verde,11761.103000000001,127265712,3921,32457.46
2011,São Paulo,Oriente,4395.8279999999995,63416301,6120,10362.14
2011,São Paulo,Orindiúva,43238.14,280907958,5792,48499.3
2011,São Paulo,Orlândia,159435926,1152303.5890000002,40071,28756.55
2011,São Paulo,Osasco,9974582737,47614554.451000005,667826,71297.84
2011,São Paulo,Oscar Bressane,1711579,40837664,2536,16103.18
2011,São Paulo,Osvaldo Cruz,63835.72,667006.65,31015,21505.94
2011,São Paulo,Ourinhos,197659237,1997483523,103739,19254.89
2011,São Paulo,Ouroeste,16272.88,193368.24300000002,8568,22568.66
2011,São Paulo,Ouro Verde,3528.3379999999997,76686188,7851,9767.7
2011,São Paulo,Pacaembu,6393158,128364994,13281,9665.31
2011,São Paulo,Palestina,9505.646999999999,204454.98899999997,11201,18253.28
2011,São Paulo,Palmares Paulista,4396972,83401.12299999999,11126,7496.06
2011,São Paulo,Palmeira d'Oeste,3628695,106481.69,9528,11175.66
2011,São Paulo,Palmital,35659358,436704.89200000005,21224,20575.99
2011,São Paulo,Panorama,13239.58,190649342,14655,13009.17
2011,São Paulo,Paraguaçu Paulista,68082.49900000001,845382.3640000001,42483,19899.31
2011,São Paulo,Paraibuna,23878.832000000002,202033805,17418,11599.14
2011,São Paulo,Paraíso,13319726,149684704,5934,25224.92
2011,São Paulo,Paranapanema,9209.65,279289.57899999997,17985,15529.03
2011,São Paulo,Paranapuã,1192907,43642.76,3830,11394.98
2011,São Paulo,Parapuã,13358823,218809.69100000002,10825,
2011,São Paulo,Pardinho,15826.646999999999,156900516,5648,27779.84
2011,São Paulo,Pariquera-Açu,25246041,296261.31899999996,18508,16007.2
2011,São Paulo,Parisi,498.80199999999996,23444028,2039,11497.81
2011,São Paulo,Patrocínio Paulista,46121894,452858485,13122,34511.39
2011,São Paulo,Paulicéia,13277.778999999999,153934416,6419,23981.06
2011,São Paulo,Paulínia,2471511995,9804973478,84512,116018.71
2011,São Paulo,Paulistânia,1012.7919999999999,26315373,1779,14792.23
2011,São Paulo,Paulo de Faria,2736.5570000000002,158625731,8598,18449.14
2011,São Paulo,Pederneiras,235136.46300000002,1474799765,41872,35221.62
2011,São Paulo,Pedra Bela,1471122,45842307,5794,7912.03
2011,São Paulo,Pedranópolis,933.8480000000001,33132413,2545,13018.63
2011,São Paulo,Pedregulho,6477.204000000001,748906108,15755,47534.5
2011,São Paulo,Pedreira,118568106,849938715,42045,20214.98
2011,São Paulo,Pedrinhas Paulista,275.36,54925083,2947,18637.63
2011,São Paulo,Pedro de Toledo,3351005,91166903,10283,8865.79
2011,São Paulo,Penápolis,88409129,1004344.74,58808,17078.37
2011,São Paulo,Pereira Barreto,31461884,439987945,24957,17629.84
2011,São Paulo,Pereiras,9525.966999999999,120299776,7549,15935.86
2011,São Paulo,Peruíbe,52244.384000000005,930836.9609999999,60412,15408.15
2011,São Paulo,Piacatu,2651225,59268.157999999996,5338,11103.06
2011,São Paulo,Piedade,58893.984000000004,683663535,52298,13072.46
2011,São Paulo,Pilar do Sul,13570348,292756372,26595,11007.95
2011,São Paulo,Pindamonhangaba,825567724,4514386203,148605,30378.43
2011,São Paulo,Pindorama,14403207,196166.31699999998,15188,12915.88
2011,São Paulo,Pinhalzinho,9366046,150402.25400000002,13268,11335.71
2011,São Paulo,Piquerobi,1654.7779999999998,41151449,3542,11618.14
2011,São Paulo,Piquete,7394.656999999999,104873103,14024,7478.12
2011,São Paulo,Piracaia,22515194,284202457,25252,11254.65
2011,São Paulo,Piracicaba,2354876279,14732110621,367290,40110.3
2011,São Paulo,Piraju,30835.347999999998,402524386,28520,14113.76
2011,São Paulo,Pirajuí,18025843,257564652,22905,11244.91
2011,São Paulo,Pirangi,9132008,144437895,10668,13539.36
2011,São Paulo,Pirapora do Bom Jesus,19840033,439975.91799999995,15990,27515.69
2011,São Paulo,Pirapozinho,48825934,498582468,24893,20029.02
2011,São Paulo,Pirassununga,251685576,1731548112,70482,24567.24
2011,São Paulo,Piratininga,6247.236999999999,122440.65199999999,12187,10046.82
2011,São Paulo,Pitangueiras,71227744,694054873,35626,19481.7
2011,São Paulo,Planalto,10496835,144364.78,4524,31910.87
2011,São Paulo,Platina,945174,53297694,3217,16567.51
2011,São Paulo,Poá,1810256149,4235312158,106797,39657.59
2011,São Paulo,Poloni,6622655,95971.26400000001,5443,17632.05
2011,São Paulo,Pompéia,132134302,833980.6540000001,20102,
2011,São Paulo,Pongaí,1716719,44599613,3465,12871.46
2011,São Paulo,Pontal,63690.61,736358945,41055,17935.91
2011,São Paulo,Pontalinda,1453.2079999999999,45328.602999999996,4116,11012.78
2011,São Paulo,Pontes Gestal,13527.083999999999,128664.47099999999,2517,51118.18
2011,São Paulo,Populina,1147.5539999999999,64948361,4206,15441.84
2011,São Paulo,Porangaba,5670764,89302.60699999999,8455,10562.11
2011,São Paulo,Porto Feliz,108397.85,1014259579,49153,20634.74
2011,São Paulo,Porto Ferreira,195645775,1319697449,51705,25523.59
2011,São Paulo,Potim,8257258,123554823,19842,6226.93
2011,São Paulo,Potirendaba,32983375,352415.24299999996,15587,22609.56
2011,São Paulo,Pracinha,398.14,17324166,2968,5836.98
2011,São Paulo,Pradópolis,52162.03599999999,533316376,17720,30096.86
2011,São Paulo,Praia Grande,272807.69,3700063.6560000004,267307,13842.0
2011,São Paulo,Pratânia,2564103,68292637,4649,14689.75
2011,São Paulo,Presidente Alves,1338957,46864209,4109,11405.26
2011,São Paulo,Presidente Bernardes,8428549,149727.87,13487,11101.64
2011,São Paulo,Presidente Epitácio,56183221,642709.69,41474,15496.69
2011,São Paulo,Presidente Prudente,574978336,5021635524,209025,24024.09
2011,São Paulo,Presidente Venceslau,36250.842000000004,470250024,37954,12390.0
2011,São Paulo,Promissão,185862.39899999998,1655643585,36025,45958.18
2011,São Paulo,Quadra,2205019,56937.77099999999,3281,
2011,São Paulo,Quatá,23856853,283450413,12887,21995.07
2011,São Paulo,Queiroz,8806975,135056.78699999998,2857,47272.24
2011,São Paulo,Queluz,12878173,127519875,11478,11109.94
2011,São Paulo,Quintana,5183192,87996125,6048,14549.62
2011,São Paulo,Rafard,23058735,220516.20899999997,8632,25546.36
2011,São Paulo,Rancharia,49210.619000000006,638756055,28807,22173.64
2011,São Paulo,Redenção da Serra,1328132,34199.12,3860,8859.88
2011,São Paulo,Regente Feijó,59568453,425574031,18609,22869.26
2011,São Paulo,Reginópolis,3155018,80843836,7522,10747.65
2011,São Paulo,Registro,93827656,1007679373,54301,18557.29
2011,São Paulo,Restinga,3117.3579999999997,94063754,6664,14115.21
2011,São Paulo,Ribeira,1183654,23647439,3347,7065.26
2011,São Paulo,Ribeirão Bonito,10048455,164620783,12204,13489.08
2011,São Paulo,Ribeirão Branco,2527659,134614911,18042,7461.2
2011,São Paulo,Ribeirão Corrente,-744482,51252.032999999996,4304,11908.0
2011,São Paulo,Ribeirão do Sul,2205321,63906058,4443,14383.54
2011,São Paulo,Ribeirão dos Índios,428.52099999999996,25941318,2185,11872.46
2011,São Paulo,Ribeirão Grande,19781074,230005849,7425,30977.22
2011,São Paulo,Ribeirão Pires,232880674,2025926.7769999998,113726,17814.1
2011,São Paulo,Ribeirão Preto,2490591565,20127798686,612340,32870.3
2011,São Paulo,Riversul,1009873,35264595,6085,
2011,São Paulo,Rifaina,2475449,45422529,3445,13185.06
2011,São Paulo,Rincão,6862.31,136063095,10421,13056.63
2011,São Paulo,Rinópolis,5944.994000000001,122982.13900000001,9911,12408.65
2011,São Paulo,Rio Claro,892582.5179999999,6513401495,187638,34712.59
2011,São Paulo,Rio das Pedras,152842964,873447795,29963,29150.88
2011,São Paulo,Rio Grande da Serra,46768142,425065876,44503,9551.4
2011,São Paulo,Riolândia,2337599,128033146,10730,11932.26
2011,São Paulo,Rosana,11245605,899399113,19343,46497.4
2011,São Paulo,Roseira,24763349,208319945,9678,21525.1
2011,São Paulo,Rubiácea,932.8580000000001,59301.42,2760,21486.02
2011,São Paulo,Rubinéia,1587.96,37101.44,2881,12877.97
2011,São Paulo,Sabino,1702035,78716767,5238,15028.02
2011,São Paulo,Sagres,615.2909999999999,24437687,2392,10216.42
2011,São Paulo,Sales,2520826,67435925,5520,12216.65
2011,São Paulo,Sales Oliveira,17535474,209420113,10664,19638.05
2011,São Paulo,Salesópolis,6952925,136584456,15734,8680.85
2011,São Paulo,Salmourão,1290.4089999999999,54128.920999999995,4851,11158.3
2011,São Paulo,Saltinho,15572415,137169.88199999998,7156,19168.51
2011,São Paulo,Salto,724275873,3917571997,106465,36796.81
2011,São Paulo,Salto de Pirapora,117122.61099999999,1055768762,40521,26054.85
2011,São Paulo,Salto Grande,4888808,139771818,8814,15857.93
2011,São Paulo,Sandovalina,5245518,271356114,3746,72438.9
2011,São Paulo,Santa Adélia,10683903,216384.08800000002,14401,15025.63
2011,São Paulo,Santa Albertina,8849032,106297.32199999999,5734,18538.08
2011,São Paulo,Santa Bárbara d'Oeste,592594.5260000001,4080650.7830000003,180772,22573.47
2011,São Paulo,Santa Branca,19327379,247973465,13821,17941.79
2011,São Paulo,Santa Clara d'Oeste,542721,33055926,2082,15877.01
2011,São Paulo,Santa Cruz da Conceição,7410879,106714.14300000001,4039,26420.93
2011,São Paulo,Santa Cruz da Esperança,381168,22230.137000000002,1966,11307.29
2011,São Paulo,Santa Cruz das Palmeiras,21119.331000000002,298084628,30268,9848.18
2011,São Paulo,Santa Cruz do Rio Pardo,93901373,1001334407,44152,22679.25
2011,São Paulo,Santa Ernestina,2455.28,54630.397000000004,5555,9834.45
2011,São Paulo,Santa Fé do Sul,61632273,652605192,29449,22160.52
2011,São Paulo,Santa Gertrudes,132120409,1079952.0790000001,22074,48924.17
2011,São Paulo,Santa Isabel,136641453,983498.0340000001,50969,19296.0
2011,São Paulo,Santa Lúcia,1875546,80888469,8279,
2011,São Paulo,Santa Maria da Serra,6721853,96561371,5470,17652.9
2011,São Paulo,Santa Mercedes,1508181,43462.72900000001,2834,15336.18
2011,São Paulo,Santana da Ponte Pensa,736.1289999999999,20709186,1622,12767.69
2011,São Paulo,Santana de Parnaíba,766333928,5734691624,111422,51468.22
2011,São Paulo,Santa Rita d'Oeste,1287787,35404331,2532,13982.75
2011,São Paulo,Santa Rita do Passa Quatro,46796.11,518273995,26505,19553.82
2011,São Paulo,Santa Rosa de Viterbo,81414561,624245142,24049,25957.22
2011,São Paulo,Santa Salete,740.6469999999999,17712.67,1453,12190.41
2011,São Paulo,Santo Anastácio,20127674,250168263,20454,12230.77
2011,São Paulo,Santo André,3554617853,21740848941,678486,32043.18
2011,São Paulo,Santo Antônio da Alegria,3383114,111975216,6346,17645.01
2011,São Paulo,Santo Antônio de Posse,41207384,458945104,20844,22018.09
2011,São Paulo,Santo Antônio do Aracanguá,13804402,200818158,7680,26148.2
2011,São Paulo,Santo Antônio do Jardim,3386187,96342772,5927,16254.9
2011,São Paulo,Santo Antônio do Pinhal,2689808,61798.657999999996,6499,9508.95
2011,São Paulo,Santo Expedito,466413,23325333,2825,8256.76
2011,São Paulo,Santópolis do Aguapeí,1958601,47572285,4313,11029.98
2011,São Paulo,Santos,2446455461,15447745791,419509,36823.4
2011,São Paulo,São Bento do Sapucaí,5936.803000000001,115779475,10477,11050.82
2011,São Paulo,São Bernardo do Campo,11068760.570999999,46490389442,770253,60357.3
2011,São Paulo,São Caetano do Sul,3463403058,13279744.94,149962,88554.07
2011,São Paulo,São Carlos,1026319.3759999999,7464659.776000001,224173,33298.66
2011,São Paulo,São Francisco,1572751,27190731,2788,9752.77
2011,São Paulo,São João da Boa Vista,223557.02899999998,1953123218,84119,23218.57
2011,São Paulo,São João das Duas Pontes,461587,24327862,2559,9506.78
2011,São Paulo,São João de Iracema,732.9889999999999,40469267,1789,22621.17
2011,São Paulo,São João do Pau d'Alho,451.45300000000003,25689.482999999997,2098,
2011,São Paulo,São Joaquim da Barra,137106415,1100664759,46891,23472.84
2011,São Paulo,São José da Bela Vista,2495516,92350.66900000001,8432,10952.4
2011,São Paulo,São José do Barreiro,1043258,35613116,4072,8745.85
2011,São Paulo,São José do Rio Pardo,131205098,1266077695,52040,24328.93
2011,São Paulo,São José do Rio Preto,1319538097,11200538239,412076,27180.76
2011,São Paulo,São José dos Campos,4250342211,25518740356,636876,40068.62
2011,São Paulo,São Lourenço da Serra,18690881,218631171,14110,15494.77
2011,São Paulo,São Luís do Paraitinga,5236352,96317579,10395,9265.76
2011,São Paulo,São Manuel,72444302,759279.2490000001,38480,19731.79
2011,São Paulo,São Miguel Arcanjo,12299829,405841.77200000006,31501,12883.46
2011,São Paulo,São Paulo,97490926.05,501964421296,11316119,44358.35
2011,São Paulo,São Pedro,30039537,450944.29,31951,14113.62
2011,São Paulo,São Pedro do Turvo,3569.6929999999998,94589791,7222,13097.45
2011,São Paulo,São Roque,240271535,1621334449,79757,20328.43
2011,São Paulo,São Sebastião,2178576.4930000002,4239894325,75163,56409.33
2011,São Paulo,São Sebastião da Grama,5701.536999999999,150893568,12072,12499.47
2011,São Paulo,São Simão,28206555,268624956,14398,18657.1
2011,São Paulo,São Vicente,286659619,3609865042,334663,10786.57
2011,São Paulo,Sarapuí,6794.361999999999,115589433,9121,12672.89
2011,São Paulo,Sarutaiá,-398.00699999999995,27906856,3614,7721.87
2011,São Paulo,Sebastianópolis do Sul,20124.093999999997,190425188,3069,62047.96
2011,São Paulo,Serra Azul,3059.9809999999998,90018403,11549,7794.48
2011,São Paulo,Serrana,39477609,479149338,39360,12173.51
2011,São Paulo,Serra Negra,27030.112999999998,432231847,26582,16260.32
2011,São Paulo,Sertãozinho,541389351,3893518.48,111257,34995.72
2011,São Paulo,Sete Barras,4699.204000000001,189486.75,12951,14631.05
2011,São Paulo,Severínia,25352313,235885.05899999998,15647,15075.42
2011,São Paulo,Silveiras,1747.67,39094.126000000004,5824,6712.59
2011,São Paulo,Socorro,34225206,487411362,36992,13176.13
2011,São Paulo,Sorocaba,4326525998,22985028436,593776,38709.93
2011,São Paulo,Sud Mennucci,7892677,145402945,7441,19540.78
2011,São Paulo,Sumaré,2636510228,9507708.77,242960,39132.82
2011,São Paulo,Suzano,1173857375,7219540079,265074,27235.94
2011,São Paulo,Suzanápolis,6558285,95168.55099999999,3429,27754.02
2011,São Paulo,Tabapuã,7159946,182362.67899999997,11430,15954.74
2011,São Paulo,Tabatinga,7019054,147194609,14817,9934.17
2011,São Paulo,Taboão da Serra,965038.48,6054166054,248127,24399.47
2011,São Paulo,Taciba,2082144,80687827,5752,14027.79
2011,São Paulo,Taguaí,8513959,135711.97400000002,11086,12241.74
2011,São Paulo,Taiaçu,2076.19,56709425,5916,9585.77
2011,São Paulo,Taiúva,4452218,67197805,5443,12345.73
2011,São Paulo,Tambaú,35164517,418701945,22418,18677.04
2011,São Paulo,Tanabi,35551.727999999996,457345153,24168,18923.58
2011,São Paulo,Tapiraí,4169721,81337963,7970,10205.52
2011,São Paulo,Tapiratiba,11774.273000000001,177123947,12722,13922.65
2011,São Paulo,Taquaral,832765,24315521,2727,8916.58
2011,São Paulo,Taquaritinga,75356568,869827.5129999999,54136,16067.45
2011,São Paulo,Taquarituba,17430895,291894108,22315,13080.62
2011,São Paulo,Taquarivaí,1967.4589999999998,59649.46400000001,5204,11462.23
2011,São Paulo,Tarabai,4450157,65481.57,6671,9815.86
2011,São Paulo,Tarumã,118641743,638898064,13050,48957.71
2011,São Paulo,Tatuí,348027136,2657238833,108393,24514.86
2011,São Paulo,Taubaté,2633910045,13125858885,281336,46655.45
2011,São Paulo,Tejupá,-995893,39091677,4769,8197.04
2011,São Paulo,Teodoro Sampaio,25038.027000000002,368263709,21493,17134.12
2011,São Paulo,Terra Roxa,2332163,86594153,8563,10112.6
2011,São Paulo,Tietê,180157746,1450356895,37229,
2011,São Paulo,Timburi,71825,26366424,2640,9987.28
2011,São Paulo,Torre de Pedra,409.94800000000004,14404295,2263,6365.13
2011,São Paulo,Torrinha,7790.468000000001,135360638,9368,14449.26
2011,São Paulo,Trabiju,1020951,28439.302000000003,1557,18265.45
2011,São Paulo,Tremembé,39098854,470287492,41457,11343.98
2011,São Paulo,Três Fronteiras,4082.0820000000003,62519253,5448,11475.63
2011,São Paulo,Tuiuti,4585.545999999999,105968079,6005,17646.64
2011,São Paulo,Tupã,97701367,1168395432,63487,18403.7
2011,São Paulo,Tupi Paulista,11766.703000000001,187396853,14345,13063.57
2011,São Paulo,Turiúba,924.6439999999999,37234.99,1933,19262.8
2011,São Paulo,Turmalina,446.93199999999996,30230889,1949,15510.97
2011,São Paulo,Ubarana,7078.1140000000005,288490342,5372,53702.6
2011,São Paulo,Ubatuba,63923.829000000005,1042988234,79718,13083.47
2011,São Paulo,Ubirajara,1826155,44200434,4448,
2011,São Paulo,Uchoa,18314924,201036.19199999998,9505,21150.57
2011,São Paulo,União Paulista,609432,32102.148999999998,1618,19840.64
2011,São Paulo,Urânia,10274939,136545147,8837,15451.53
2011,São Paulo,Uru,348.31800000000004,21250304,1240,17137.34
2011,São Paulo,Urupês,9946145,181364366,12782,14189.04
2011,São Paulo,Valentim Gentil,22716269,231039871,11223,20586.28
2011,São Paulo,Valinhos,783793515,4356620935,108622,40108.09
2011,São Paulo,Valparaíso,51261.26,529223.14,22884,23126.34
2011,São Paulo,Vargem,3667.68,64496931,8942,7212.81
2011,São Paulo,Vargem Grande do Sul,45986504,515517089,39494,13053.05
2011,São Paulo,Vargem Grande Paulista,156765728,1087535553,43789,24835.82
2011,São Paulo,Várzea Paulista,284798438,2026137.2480000001,108186,18728.28
2011,São Paulo,Vera Cruz,2386.3360000000002,83709542,10745,7790.56
2011,São Paulo,Vinhedo,1182488092,5189337794,64870,79995.96
2011,São Paulo,Viradouro,12898.766000000001,205983562,17400,11838.14
2011,São Paulo,Vista Alegre do Alto,25131.277000000002,220518.47600000002,7050,
2011,São Paulo,Vitória Brasil,283336,16860583,1742,9678.86
2011,São Paulo,Votorantim,316954084,2094207.3869999999,109798,19073.27
2011,São Paulo,Votuporanga,179593.50699999998,1695245.07,85387,19853.67
2011,São Paulo,Zacarias,1353422,59278.255999999994,2365,25064.8
2011,São Paulo,Chavantes,7612.1990000000005,129726.42300000001,12108,10714.11
2011,São Paulo,Estiva Gerbi,17395574,206793765,10136,20401.91
